currency,buying_rate,average_rate,selling_rate,date,mid_rate
USD,1395.682326,1409.63774,1423.593154,2025-03-11,1409.63774
USD,1395.975534,1409.933879,1423.892224,2025-03-12,1409.933879
USD,1396.461703,1410.42491,1424.388117,2025-03-13,1410.42491
USD,1396.743783,1410.70981,1424.675837,2025-03-14,1410.70981
USD,1397.177221,1411.147582,1425.117943,2025-03-17,1411.147582
USD,1397.806913,1411.78357,1425.760227,2025-03-18,1411.78357
USD,1398.619536,1412.604319,1426.589102,2025-03-19,1412.604319
USD,1399.288693,1413.280167,1427.271641,2025-03-20,1413.280167
USD,1399.393877,1413.386402,1427.378927,2025-03-21,1413.386402
USD,1399.613107,1413.607824,1427.602541,2025-03-24,1413.607824
USD,1399.842954,1413.83997,1427.836986,2025-03-25,1413.83997
USD,1400.211491,1414.212192,1428.212893,2025-03-26,1414.212192
USD,1400.480037,1414.483423,1428.486809,2025-03-27,1414.483423
USD,1400.946408,1414.954457,1428.962506,2025-03-28,1414.954457
USD,1401.182055,1415.19246,1429.202865,2025-04-01,1415.19246
USD,1401.666569,1415.681819,1429.697069,2025-04-02,1415.681819
USD,1401.791003,1415.807497,1429.823991,2025-04-03,1415.807497
USD,1401.518726,1415.532498,1429.54627,2025-04-04,1415.532498
USD,1401.766253,1415.7825,1429.798747,2025-04-08,1415.7825
USD,1401.964271,1415.982498,1430.000725,2025-04-09,1415.982498
USD,1401.55833,1415.572498,1429.586666,2025-04-10,1415.572498
USD,1401.782093,1415.798498,1429.814903,2025-04-11,1415.798498
USD,1401.8514,1415.868498,1429.885596,2025-04-14,1415.868498
USD,1401.999917,1416.0185,1430.037083,2025-04-15,1416.0185
USD,1401.688033,1415.703498,1429.718963,2025-04-16,1415.703498
USD,1401.420706,1415.433498,1429.44629,2025-04-17,1415.433498
USD,1401.202884,1415.213498,1429.224112,2025-04-22,1415.213498
USD,1401.292036,1415.303541,1429.315047,2025-04-23,1415.303541
USD,1401.787086,1415.803541,1429.819997,2025-04-24,1415.803541
USD,1402.178176,1416.198541,1430.218907,2025-04-25,1416.198541
USD,1402.212829,1416.233541,1430.254253,2025-04-28,1416.233541
USD,1402.52966,1416.55354,1430.57742,2025-04-29,1416.55354
USD,1402.942533,1416.970541,1430.99855,2025-04-30,1416.970541
USD,1403.259365,1417.290541,1431.321718,2025-05-05,1417.290541
USD,1403.41778,1417.45054,1431.4833,2025-05-06,1417.45054
USD,1403.764316,1417.800541,1431.836767,2025-05-07,1417.800541
USD,1404.176188,1418.216531,1432.256875,2025-05-08,1418.216531
USD,1404.739166,1418.785139,1432.831112,2025-05-09,1418.785139
USD,1405.229187,1419.280059,1433.330932,2025-05-12,1419.280059
USD,1405.318296,1419.37006,1433.421824,2025-05-13,1419.37006
USD,1405.491563,1419.545059,1433.598555,2025-05-14,1419.545059
USD,1405.174611,1419.224938,1433.275265,2025-05-15,1419.224938
USD,1404.743919,1418.789939,1432.835959,2025-05-16,1418.789939
USD,1404.856117,1418.903259,1432.950401,2025-05-19,1418.903259
USD,1404.598692,1418.64326,1432.687828,2025-05-20,1418.64326
USD,1404.554124,1418.598247,1432.64237,2025-05-21,1418.598247
USD,1404.679943,1418.725324,1432.770705,2025-05-22,1418.725324
USD,1404.78497,1418.831401,1432.877832,2025-05-23,1418.831401
USD,1405.200812,1419.251401,1433.30199,2025-05-26,1419.251401
USD,1404.98794,1419.0364,1433.08486,2025-05-27,1419.0364
USD,1405.324574,1419.3764,1433.428226,2025-05-28,1419.3764
USD,1405.824574,1419.8814,1433.938226,2025-05-29,1419.8814
USD,1405.740415,1419.796399,1433.852383,2025-05-30,1419.796399
USD,1406.447079,1420.510129,1434.573179,2025-06-02,1420.510129
USD,1407.199566,1421.27014,1435.340714,2025-06-03,1421.27014
USD,1407.575804,1421.65014,1435.724476,2025-06-04,1421.65014
USD,1406.93719,1421.005141,1435.073092,2025-06-05,1421.005141
USD,1408.93719,1422.030399,1435.123608,2025-06-09,1422.030399
USD,1410.43719,1422.88096,1435.32473,2025-06-10,1422.88096
USD,1410.93832,1423.241351,1435.544382,2025-06-11,1423.241351
USD,1411.66146,1423.699459,1435.737457,2025-06-12,1423.699459
USD,1412.28276,1424.116214,1435.949668,2025-06-13,1424.116214
USD,1413.78276,1424.991321,1436.199881,2025-06-16,1424.991321
USD,1416.678541,1426.59028,1436.502013,2025-06-17,1426.59028
USD,1418.499882,1427.606108,1436.712334,2025-06-18,1427.606108
USD,1420.603093,1428.758374,1436.913655,2025-06-19,1428.758374
USD,1422.556308,1429.832142,1437.107976,2025-06-20,1429.832142
USD,1424.577649,1430.947928,1437.318207,2025-06-23,1430.947928
USD,1427.518438,1432.51844,1437.518438,2025-06-24,1432.51844
USD,1427.698561,1432.698606,1437.69865,2025-06-25,1432.698606
USD,1427.821584,1432.821584,1437.821584,2025-06-26,1432.821584
USD,1427.931797,1432.931797,1437.931797,2025-06-27,1432.931797
USD,1428.018438,1433.018438,1438.018438,2025-06-30,1433.018438
USD,1428.398459,1433.398459,1438.398459,2025-07-07,1433.398459
USD,1428.80059,1433.80059,1438.80059,2025-07-08,1433.80059
USD,1429.291806,1434.291806,1439.291806,2025-07-09,1434.291806
USD,1429.723031,1434.723031,1439.723031,2025-07-10,1434.723031
USD,1430.168438,1435.168438,1440.168438,2025-07-11,1435.168438
USD,1430.660551,1435.660551,1440.660551,2025-07-14,1435.660551
USD,1431.17076,1436.17076,1441.17076,2025-07-15,1436.17076
USD,1431.672896,1436.672896,1441.672896,2025-07-16,1436.672896
USD,1432.163518,1437.163518,1442.163518,2025-07-17,1437.163518
USD,1432.618438,1437.618438,1442.618438,2025-07-18,1437.618438
USD,1433.17857,1438.17857,1443.17857,2025-07-21,1438.17857
USD,1433.63878,1438.63878,1443.63878,2025-07-22,1438.63878
USD,1434.136101,1439.136101,1444.136101,2025-07-23,1439.136101
USD,1434.654422,1439.654422,1444.654422,2025-07-24,1439.654422
USD,1435.157638,1440.157638,1445.157638,2025-07-25,1440.157638
USD,1435.677851,1440.677851,1445.677851,2025-07-28,1440.677851
USD,1435.71806,1440.71806,1445.71806,2025-07-29,1440.71806
USD,1435.858064,1440.858064,1445.858064,2025-07-30,1440.858064
USD,1436.016385,1441.016385,1446.016385,2025-07-31,1441.016385
USD,1436.526706,1441.526706,1446.526706,2025-08-04,1441.526706
USD,1437.02503,1442.02503,1447.02503,2025-08-05,1442.02503
USD,1437.533243,1442.533243,1447.533243,2025-08-06,1442.533243
USD,1438.043456,1443.043456,1448.043456,2025-08-07,1443.043456
USD,1438.539288,1443.539288,1448.539288,2025-08-08,1443.539288
USD,1439.03,1444.03,1449.03,2025-08-11,1444.03
USD,1439.14,1444.14,1449.14,2025-08-12,1444.14
USD,1439.27,1444.27,1449.27,2025-08-13,1444.27
USD,1439.5,1444.5,1449.5,2025-08-14,1444.5
USD,1439.64,1444.64,1449.64,2025-08-18,1444.64
USD,1439.795,1444.795,1449.795,2025-08-19,1444.795
USD,1439.89,1444.89,1449.89,2025-08-20,1444.89
USD,1439.925,1444.925,1449.925,2025-08-21,1444.925
USD,1440.005,1445.005,1450.005,2025-08-22,1445.005
USD,1439.975,1444.975,1449.975,2025-08-25,1444.975
USD,1440.14,1445.14,1450.14,2025-08-26,1445.14
USD,1440.245,1445.245,1450.245,2025-08-27,1445.245
USD,1440.39,1445.39,1450.39,2025-08-28,1445.39
USD,1440.505,1445.505,1450.505,2025-08-29,1445.505
USD,1440.65,1445.65,1450.65,2025-09-01,1445.65
USD,1440.785,1445.785,1450.785,2025-09-02,1445.785
USD,1440.825,1445.825,1450.825,2025-09-03,1445.825
USD,1440.915,1445.915,1450.915,2025-09-04,1445.915
USD,1440.995,1445.995,1450.995,2025-09-05,1445.995
USD,1441.095,1446.095,1451.095,2025-09-08,1446.095
USD,1441.165,1446.165,1451.165,2025-09-09,1446.165
USD,1441.355,1446.355,1451.355,2025-09-10,1446.355
USD,1441.49,1446.49,1451.49,2025-09-11,1446.49
USD,1441.6,1446.6,1451.6,2025-09-12,1446.6
USD,1441.75,1446.75,1451.75,2025-09-15,1446.75
USD,1441.94,1446.94,1451.94,2025-09-16,1446.94
USD,1442.02,1447.02,1452.02,2025-09-17,1447.02
USD,1442.145,1447.145,1452.145,2025-09-18,1447.145
USD,1442.215,1447.215,1452.215,2025-09-19,1447.215
USD,1442.33,1447.33,1452.33,2025-09-22,1447.33
USD,1442.475,1447.475,1452.475,2025-09-23,1447.475
USD,1442.435,1447.435,1452.435,2025-09-24,1447.435
USD,1442.51,1447.51,1452.51,2025-09-25,1447.51
USD,1442.675,1447.675,1452.675,2025-09-26,1447.675
USD,1442.77,1447.77,1452.77,2025-09-29,1447.77
USD,1442.96,1447.96,1452.96,2025-09-30,1447.96
USD,1443.07,1448.07,1453.07,2025-10-01,1448.07
USD,1443.185,1448.185,1453.185,2025-10-02,1448.185
USD,1443.255,1448.255,1453.255,2025-10-03,1448.255
USD,1443.35,1448.35,1453.35,2025-10-06,1448.35
USD,1443.395,1448.395,1453.395,2025-10-07,1448.395
USD,1443.48,1448.48,1453.48,2025-10-08,1448.48
USD,1443.63,1448.63,1453.63,2025-10-09,1448.63
USD,1443.64,1448.64,1453.64,2025-10-10,1448.64
USD,1443.665,1448.665,1453.665,2025-10-13,1448.665
USD,1443.773,1448.773,1453.773,2025-10-14,1448.773
USD,1443.815,1448.815,1453.815,2025-10-15,1448.815
USD,1443.915,1448.915,1453.915,2025-10-16,1448.915
USD,1443.96,1448.96,1453.96,2025-10-17,1448.96
USD,1444.14,1449.14,1454.14,2025-10-20,1449.14
USD,1444.155,1449.155,1454.155,2025-10-21,1449.155
USD,1444.265,1449.265,1454.265,2025-10-22,1449.265
USD,1444.35,1449.35,1454.35,2025-10-23,1449.35
USD,1444.46,1449.46,1454.46,2025-10-24,1449.46
USD,1444.47,1449.47,1454.47,2025-10-27,1449.47
USD,1444.71,1449.71,1454.71,2025-10-28,1449.71
USD,1444.695,1449.695,1454.695,2025-10-29,1449.695
USD,1444.795,1449.795,1454.795,2025-10-30,1449.795
USD,1444.87,1449.87,1454.87,2025-10-31,1449.87
USD,1444.89,1449.89,1454.89,2025-11-03,1449.89
USD,1444.985,1449.985,1454.985,2025-11-04,1449.985
USD,1445.095,1450.095,1455.095,2025-11-05,1450.095
USD,1445.165,1450.165,1455.165,2025-11-06,1450.165
USD,1445.265,1450.265,1455.265,2025-11-07,1450.265
USD,1445.33,1450.33,1455.33,2025-11-10,1450.33
USD,1445.44,1450.44,1455.44,2025-11-11,1450.44
USD,1445.5,1450.5,1455.5,2025-11-12,1450.5
USD,1445.58,1450.58,1455.58,2025-11-13,1450.58
USD,1445.675,1450.675,1455.675,2025-11-14,1450.675
USD,1445.74,1450.74,1455.74,2025-11-17,1450.74
USD,1445.825,1450.825,1455.825,2025-11-18,1450.825
USD,1445.9,1450.9,1455.9,2025-11-19,1450.9
USD,1445.93,1450.93,1455.93,2025-11-20,1450.93
USD,1446.015,1451.015,1456.015,2025-11-21,1451.015
USD,1446.05,1451.05,1456.05,2025-11-24,1451.05
USD,1446.175,1451.175,1456.175,2025-11-25,1451.175
USD,1446.24,1451.24,1456.24,2025-11-26,1451.24
USD,1446.335,1451.335,1456.335,2025-11-27,1451.335
USD,1446.435,1451.435,1456.435,2025-11-28,1451.435
USD,1446.51,1451.51,1456.51,2025-12-01,1451.51
USD,1446.59,1451.59,1456.59,2025-12-02,1451.59
USD,1446.665,1451.665,1456.665,2025-12-03,1451.665
USD,1446.76,1451.76,1456.76,2025-12-04,1451.76
USD,1446.83,1451.83,1456.83,2025-12-05,1451.83
USD,1446.915,1451.915,1456.915,2025-12-08,1451.915
USD,1446.99,1451.99,1456.99,2025-12-09,1451.99
USD,1447.05,1452.05,1457.05,2025-12-10,1452.05
USD,1447.130023,1452.130023,1457.130023,2025-12-11,1452.130023
USD,1447.195,1452.195,1457.195,2025-12-12,1452.195
USD,1447.285,1452.285,1457.285,2025-12-15,1452.285
USD,1447.36,1452.36,1457.36,2025-12-16,1452.36
USD,1447.43,1452.43,1457.43,2025-12-17,1452.43
USD,1447.525,1452.525,1457.525,2025-12-18,1452.525
USD,1447.605,1452.605,1457.605,2025-12-19,1452.605
USD,1447.675,1452.675,1457.675,2025-12-22,1452.675
USD,1447.76,1452.76,1457.76,2025-12-23,1452.76
USD,1447.85,1452.85,1457.85,2025-12-24,1452.85
USD,1447.925,1452.925,1457.925,2025-12-29,1452.925
USD,1448.015,1453.015,1458.015,2025-12-30,1453.015
USD,1448.075,1453.075,1458.075,2025-12-31,1453.075
USD,1448.165,1453.165,1458.165,2026-01-05,1453.165
USD,1448.26,1453.26,1458.26,2026-01-06,1453.26
USD,1448.33,1453.33,1458.33,2026-01-07,1453.33
USD,1448.415,1453.415,1458.415,2026-01-08,1453.415
USD,1448.51,1453.51,1458.51,2026-01-09,1453.51
USD,1448.59,1453.59,1458.59,2026-01-12,1453.59
USD,1448.685,1453.685,1458.685,2026-01-13,1453.685
USD,1448.7785,1453.7785,1458.7785,2026-01-14,1453.7785
USD,1448.875,1453.875,1458.875,2026-01-15,1453.875
USD,1448.965,1453.965,1458.965,2026-01-16,1453.965
USD,1449.085,1454.085,1459.085,2026-01-19,1454.085
USD,1449.19,1454.19,1459.19,2026-01-20,1454.19
USD,1449.255,1454.255,1459.255,2026-01-21,1454.255
USD,1449.35,1454.35,1459.35,2026-01-22,1454.35
USD,1449.48,1454.48,1459.48,2026-01-23,1454.48
USD,1449.595,1454.595,1459.595,2026-01-26,1454.595
USD,1449.7,1454.7,1459.7,2026-01-27,1454.7
USD,1449.79,1454.79,1459.79,2026-01-28,1454.79
USD,1449.9,1454.9,1459.9,2026-01-29,1454.9
USD,1450.05,1455.05,1460.05,2026-01-30,1455.05
USD,1450.15,1455.15,1460.15,2026-02-03,1455.15
USD,1450.255,1455.255,1460.255,2026-02-04,1455.255
USD,1450.35,1455.35,1460.35,2026-02-05,1455.35
USD,1450.5,1455.5,1460.5,2026-02-06,1455.5
USD,1450.615,1455.615,1460.615,2026-02-09,1455.615
USD,1450.77,1455.77,1460.77,2026-02-10,1455.77
USD,1450.89,1455.89,1460.89,2026-02-11,1455.89
USD,1451.04,1456.04,1461.04,2026-02-12,1456.04
USD,1451.21,1456.21,1461.21,2026-02-13,1456.21
USD,1451.375,1456.375,1461.375,2026-02-16,1456.375
USD,1451.57,1456.57,1461.57,2026-02-17,1456.57
USD,1451.705,1456.705,1461.705,2026-02-18,1456.705
USD,1451.855,1456.855,1461.855,2026-02-19,1456.855
USD,1452.045265,1457.045265,1462.045265,2026-02-20,1457.045265
USD,1452.2,1457.2,1462.2,2026-02-23,1457.2
USD,1452.365,1457.365,1462.365,2026-02-24,1457.365
USD,1452.54,1457.54,1462.54,2026-02-25,1457.54
USD,1452.69,1457.69,1462.69,2026-02-26,1457.69
USD,1452.825,1457.825,1462.825,2026-02-27,1457.825
USD,1452.97,1457.97,1462.97,2026-03-02,1457.97
USD,1453.11,1458.11,1463.11,2026-03-03,1458.11
USD,1453.27,1458.27,1463.27,2026-03-04,1458.27
USD,1453.42,1458.42,1463.42,2026-03-05,1458.42
USD,1453.59,1458.59,1463.59,2026-03-06,1458.59
USD,1453.74,1458.74,1463.74,2026-03-09,1458.74
USD,1453.905,1458.905,1463.905,2026-03-10,1458.905
USD,1454.01,1459.01,1464.01,2026-03-11,1459.01
USD,1454.135,1459.135,1464.135,2026-03-12,1459.135
USD,1454.335,1459.335,1464.335,2026-03-13,1459.335
USD,1454.485,1459.485,1464.485,2026-03-16,1459.485
USD,1454.625,1459.625,1464.625,2026-03-17,1459.625
USD,1454.74,1459.74,1464.74,2026-03-18,1459.74
USD,1454.9,1459.9,1464.9,2026-03-19,1459.9
USD,1455.04,1460.04,1465.04,2026-03-23,1460.04
USD,1455.17,1460.17,1465.17,2026-03-24,1460.17
USD,1455.215,1460.215,1465.215,2026-03-25,1460.215
USD,1455.305,1460.305,1465.305,2026-03-26,1460.305
USD,1455.37,1460.37,1465.37,2026-03-27,1460.37
USD,1455.4,1460.4,1465.4,2026-03-30,1460.4
USD,1455.45,1460.45,1465.45,2026-03-31,1460.45
USD,1455.535,1460.535,1465.535,2026-04-01,1460.535
USD,1455.615,1460.615,1465.615,2026-04-02,1460.615
USD,1455.685,1460.685,1465.685,2026-04-08,1460.685
USD,1455.78,1460.78,1465.78,2026-04-09,1460.78
USD,1455.86,1460.86,1465.86,2026-04-10,1460.86
USD,1455.955,1460.955,1465.955,2026-04-13,1460.955
USD,1456.04,1461.04,1466.04,2026-04-14,1461.04
USD,1456.13,1461.13,1466.13,2026-04-15,1461.13
USD,1456.225,1461.225,1466.225,2026-04-16,1461.225
USD,1456.295,1461.295,1466.295,2026-04-17,1461.295
USD,1456.38,1461.38,1466.38,2026-04-20,1461.38
USD,1456.475,1461.475,1466.475,2026-04-21,1461.475
USD,1456.565,1461.565,1466.565,2026-04-22,1461.565
USD,1456.63,1461.63,1466.63,2026-04-23,1461.63
USD,1456.725,1461.725,1466.725,2026-04-24,1461.725
USD,1456.795,1461.795,1466.795,2026-04-27,1461.795
USD,1456.89,1461.89,1466.89,2026-04-28,1461.89
USD,1456.975,1461.975,1466.975,2026-04-29,1461.975
USD,1457.0475,1462.0475,1467.0475,2026-04-30,1462.0475
USD,1457.115,1462.115,1467.115,2026-05-04,1462.115
USD,1457.19,1462.19,1467.19,2026-05-05,1462.19
USD,1457.285,1462.285,1467.285,2026-05-06,1462.285
USD,1457.345,1462.345,1467.345,2026-05-07,1462.345
USD,1457.43,1462.43,1467.43,2026-05-08,1462.43
USD,1457.5,1462.5,1467.5,2026-05-11,1462.5
USD,1457.595,1462.595,1467.595,2026-05-12,1462.595
USD,1457.6925,1462.6925,1467.6925,2026-05-13,1462.6925
USD,1457.785,1462.785,1467.785,2026-05-14,1462.785
USD,1457.88,1462.88,1467.88,2026-05-15,1462.88
USD,1457.97,1462.97,1467.97,2026-05-18,1462.97
USD,1458.065,1463.065,1468.065,2026-05-19,1463.065
USD,1458.1625,1463.1625,1468.1625,2026-05-20,1463.1625
USD,1458.255,1463.255,1468.255,2026-05-21,1463.255
USD,1458.3525,1463.3525,1468.3525,2026-05-22,1463.3525
USD,1458.4515,1463.4515,1468.4515,2026-05-25,1463.4515
USD,1458.545,1463.545,1468.545,2026-05-26,1463.545
USD,1458.64,1463.64,1468.64,2026-05-28,1463.64
USD,1458.725,1463.725,1468.725,2026-05-29,1463.725
USD,1458.82,1463.82,1468.82,2026-06-01,1463.82
USD,1458.9175,1463.9175,1468.9175,2026-06-02,1463.9175
USD,1459.015,1464.015,1469.015,2026-06-03,1464.015
USD,1459.095,1464.095,1469.095,2026-06-04,1464.095
USD,1459.182,1464.182,1469.182,2026-06-05,1464.182
USD,1459.279,1464.279,1469.279,2026-06-08,1464.279
USD,1459.36,1464.36,1469.36,2026-06-09,1464.36
USD,1459.45,1464.45,1469.45,2026-06-10,1464.45
USD,1459.545,1464.545,1469.545,2026-06-11,1464.545
USD,1459.615,1464.615,1469.615,2026-06-12,1464.615
USD,1459.705,1464.705,1469.705,2026-06-15,1464.705
USD,1459.8,1464.8,1469.8,2026-06-16,1464.8
USD,1459.89,1464.89,1469.89,2026-06-17,1464.89
USD,1459.985,1464.985,1469.985,2026-06-18,1464.985
USD,1460.07,1465.07,1470.07,2026-06-19,1465.07
USD,1460.165,1465.165,1470.165,2026-06-22,1465.165
USD,1460.26,1465.26,1470.26,2026-06-23,1465.26
USD,1460.35,1465.35,1470.35,2026-06-24,1465.35
USD,1460.445,1465.445,1470.445,2026-06-25,1465.445
